"","threshold","specificity","sensitivity","model","val_sens","val_spec","set_specificity","set"
"24",72.3,0.704433497536946,0.974358974358974,"he4",0.9375,0.68,0.7,"All HGSOC"
"25",0.692402648560677,1,0.333333333333333,"Diagnostic DELFI+CA125+HE4",0.6,0.98,1,"Stage I HGSOC"
"26",2965.5,1,0,"ca125",0.2,1,1,"Stage I HGSOC"
"27",212.35,1,0.333333333333333,"he4",0.4,0.98,1,"Stage I HGSOC"
"28",0.578668196743385,0.990147783251232,0.333333333333333,"Diagnostic DELFI+CA125+HE4",0.6,0.98,0.99,"Stage I HGSOC"
"29",787.5,0.990147783251232,0,"ca125",0.4,0.98,0.99,"Stage I HGSOC"
"30",177.05,0.990147783251232,0.333333333333333,"he4",0.4,0.98,0.99,"Stage I HGSOC"
"31",0.386706298665616,0.950738916256158,0.333333333333333,"Diagnostic DELFI+CA125+HE4",0.6,0.98,0.95,"Stage I HGSOC"
"32",360.2,0.950738916256158,0.333333333333333,"ca125",0.6,0.96,0.95,"Stage I HGSOC"
"33",126.05,0.950738916256158,0.5,"he4",0.6,0.94,0.95,"Stage I HGSOC"
"34",0.304479443067765,0.901477832512315,0.666666666666667,"Diagnostic DELFI+CA125+HE4",0.6,0.96,0.9,"Stage I HGSOC"
"35",164.95,0.901477832512315,0.666666666666667,"ca125",0.6,0.9,0.9,"Stage I HGSOC"
"36",108.8,0.901477832512315,0.666666666666667,"he4",0.6,0.92,0.9,"Stage I HGSOC"
"37",0.275186865763773,0.852216748768473,0.833333333333333,"Diagnostic DELFI+CA125+HE4",0.6,0.86,0.85,"Stage I HGSOC"
"38",121.25,0.852216748768473,0.833333333333333,"ca125",0.6,0.9,0.85,"Stage I HGSOC"
"39",91.325,0.852216748768473,0.666666666666667,"he4",0.8,0.84,0.85,"Stage I HGSOC"
"40",0.245951926627466,0.802955665024631,0.833333333333333,"Diagnostic DELFI+CA125+HE4",0.6,0.82,0.8,"Stage I HGSOC"
"41",88.205,0.802955665024631,0.833333333333333,"ca125",0.8,0.86,0.8,"Stage I HGSOC"
"42",84.45,0.802955665024631,0.666666666666667,"he4",1,0.8,0.8,"Stage I HGSOC"
"43",0.231617210367067,0.753694581280788,1,"Diagnostic DELFI+CA125+HE4",0.6,0.76,0.75,"Stage I HGSOC"
"44",73.635,0.753694581280788,0.833333333333333,"ca125",0.8,0.84,0.75,"Stage I HGSOC"
"45",79.765,0.753694581280788,0.666666666666667,"he4",1,0.76,0.75,"Stage I HGSOC"
"46",0.209778495110227,0.704433497536946,1,"Diagnostic DELFI+CA125+HE4",0.6,0.72,0.7,"Stage I HGSOC"
"47",54.365,0.704433497536946,0.833333333333333,"ca125",0.8,0.82,0.7,"Stage I HGSOC"
"48",72.3,0.704433497536946,0.833333333333333,"he4",1,0.68,0.7,"Stage I HGSOC"
"49",0.692402648560677,1,0.625,"Diagnostic DELFI+CA125+HE4",0,0.98,1,"Stage II HGSOC"
"50",2965.5,1,0,"ca125",0,1,1,"Stage II HGSOC"
"51",212.35,1,0.625,"he4",0.5,0.98,1,"Stage II HGSOC"
"52",0.578668196743385,0.990147783251232,0.875,"Diagnostic DELFI+CA125+HE4",0,0.98,0.99,"Stage II HGSOC"
"53",787.5,0.990147783251232,0.25,"ca125",0.5,0.98,0.99,"Stage II HGSOC"
"54",177.05,0.990147783251232,0.625,"he4",0.5,0.98,0.99,"Stage II HGSOC"
"55",0.386706298665616,0.950738916256158,0.875,"Diagnostic DELFI+CA125+HE4",0.5,0.98,0.95,"Stage II HGSOC"
"56",360.2,0.950738916256158,0.375,"ca125",0.5,0.96,0.95,"Stage II HGSOC"
"57",126.05,0.950738916256158,0.75,"he4",0.5,0.94,0.95,"Stage II HGSOC"
"58",0.304479443067765,0.901477832512315,0.875,"Diagnostic DELFI+CA125+HE4",0.5,0.96,0.9,"Stage II HGSOC"
"59",164.95,0.901477832512315,0.875,"ca125",0.5,0.9,0.9,"Stage II HGSOC"
"60",108.8,0.901477832512315,0.875,"he4",0.5,0.92,0.9,"Stage II HGSOC"
"61",0.275186865763773,0.852216748768473,0.875,"Diagnostic DELFI+CA125+HE4",0.5,0.86,0.85,"Stage II HGSOC"
"62",121.25,0.852216748768473,1,"ca125",0.5,0.9,0.85,"Stage II HGSOC"
"63",91.325,0.852216748768473,1,"he4",0.5,0.84,0.85,"Stage II HGSOC"
"64",0.245951926627466,0.802955665024631,1,"Diagnostic DELFI+CA125+HE4",0.5,0.82,0.8,"Stage II HGSOC"
"65",88.205,0.802955665024631,1,"ca125",0.5,0.86,0.8,"Stage II HGSOC"
"66",84.45,0.802955665024631,1,"he4",0.5,0.8,0.8,"Stage II HGSOC"
"67",0.231617210367067,0.753694581280788,1,"Diagnostic DELFI+CA125+HE4",0.5,0.76,0.75,"Stage II HGSOC"
"68",73.635,0.753694581280788,1,"ca125",0.5,0.84,0.75,"Stage II HGSOC"
"69",79.765,0.753694581280788,1,"he4",0.5,0.76,0.75,"Stage II HGSOC"
"70",0.209778495110227,0.704433497536946,1,"Diagnostic DELFI+CA125+HE4",0.5,0.72,0.7,"Stage II HGSOC"
"71",54.365,0.704433497536946,1,"ca125",0.5,0.82,0.7,"Stage II HGSOC"
"72",72.3,0.704433497536946,1,"he4",0.5,0.68,0.7,"Stage II HGSOC"
"73",0.692402648560677,1,0.695652173913043,"Diagnostic DELFI+CA125+HE4",0.6,0.98,1,"Stage III HGSOC"
"74",2965.5,1,0,"ca125",0.2,1,1,"Stage III HGSOC"
"75",212.35,1,0.739130434782609,"he4",0.6,0.98,1,"Stage III HGSOC"
"76",0.578668196743385,0.990147783251232,0.826086956521739,"Diagnostic DELFI+CA125+HE4",0.6,0.98,0.99,"Stage III HGSOC"
"77",787.5,0.990147783251232,0.260869565217391,"ca125",0.6,0.98,0.99,"Stage III HGSOC"
"78",177.05,0.990147783251232,0.869565217391304,"he4",0.6,0.98,0.99,"Stage III HGSOC"
"79",0.386706298665616,0.950738916256158,0.91304347826087,"Diagnostic DELFI+CA125+HE4",0.6,0.98,0.95,"Stage III HGSOC"
"80",360.2,0.950738916256158,0.478260869565217,"ca125",0.8,0.96,0.95,"Stage III HGSOC"
"81",126.05,0.950738916256158,0.869565217391304,"he4",0.8,0.94,0.95,"Stage III HGSOC"
"82",0.304479443067765,0.901477832512315,0.956521739130435,"Diagnostic DELFI+CA125+HE4",0.8,0.96,0.9,"Stage III HGSOC"
"83",164.95,0.901477832512315,0.565217391304348,"ca125",0.8,0.9,0.9,"Stage III HGSOC"
"84",108.8,0.901477832512315,0.91304347826087,"he4",1,0.92,0.9,"Stage III HGSOC"
"85",0.275186865763773,0.852216748768473,0.956521739130435,"Diagnostic DELFI+CA125+HE4",1,0.86,0.85,"Stage III HGSOC"
"86",121.25,0.852216748768473,0.695652173913043,"ca125",0.8,0.9,0.85,"Stage III HGSOC"
"87",91.325,0.852216748768473,0.956521739130435,"he4",1,0.84,0.85,"Stage III HGSOC"
"88",0.245951926627466,0.802955665024631,0.956521739130435,"Diagnostic DELFI+CA125+HE4",1,0.82,0.8,"Stage III HGSOC"
"89",88.205,0.802955665024631,0.826086956521739,"ca125",0.8,0.86,0.8,"Stage III HGSOC"
"90",84.45,0.802955665024631,0.956521739130435,"he4",1,0.8,0.8,"Stage III HGSOC"
"91",0.231617210367067,0.753694581280788,0.956521739130435,"Diagnostic DELFI+CA125+HE4",1,0.76,0.75,"Stage III HGSOC"
"92",73.635,0.753694581280788,0.826086956521739,"ca125",0.8,0.84,0.75,"Stage III HGSOC"
"93",79.765,0.753694581280788,0.956521739130435,"he4",1,0.76,0.75,"Stage III HGSOC"
"94",0.209778495110227,0.704433497536946,0.956521739130435,"Diagnostic DELFI+CA125+HE4",1,0.72,0.7,"Stage III HGSOC"
"95",54.365,0.704433497536946,0.826086956521739,"ca125",0.8,0.82,0.7,"Stage III HGSOC"
"96",72.3,0.704433497536946,1,"he4",1,0.68,0.7,"Stage III HGSOC"
"97",0.692402648560677,1,1,"Diagnostic DELFI+CA125+HE4",1,0.98,1,"Stage IV HGSOC"
"98",2965.5,1,0,"ca125",0,1,1,"Stage IV HGSOC"
"99",212.35,1,1,"he4",1,0.98,1,"Stage IV HGSOC"
"100",0.578668196743385,0.990147783251232,1,"Diagnostic DELFI+CA125+HE4",1,0.98,0.99,"Stage IV HGSOC"
"101",787.5,0.990147783251232,1,"ca125",0,0.98,0.99,"Stage IV HGSOC"
"102",177.05,0.990147783251232,1,"he4",1,0.98,0.99,"Stage IV HGSOC"
"103",0.386706298665616,0.950738916256158,1,"Diagnostic DELFI+CA125+HE4",1,0.98,0.95,"Stage IV HGSOC"
"104",360.2,0.950738916256158,1,"ca125",0.333333333333333,0.96,0.95,"Stage IV HGSOC"
"105",126.05,0.950738916256158,1,"he4",1,0.94,0.95,"Stage IV HGSOC"
"106",0.304479443067765,0.901477832512315,1,"Diagnostic DELFI+CA125+HE4",1,0.96,0.9,"Stage IV HGSOC"
"107",164.95,0.901477832512315,1,"ca125",0.666666666666667,0.9,0.9,"Stage IV HGSOC"
"108",108.8,0.901477832512315,1,"he4",1,0.92,0.9,"Stage IV HGSOC"
"109",0.275186865763773,0.852216748768473,1,"Diagnostic DELFI+CA125+HE4",1,0.86,0.85,"Stage IV HGSOC"
"110",121.25,0.852216748768473,1,"ca125",0.666666666666667,0.9,0.85,"Stage IV HGSOC"
"111",91.325,0.852216748768473,1,"he4",1,0.84,0.85,"Stage IV HGSOC"
"112",0.245951926627466,0.802955665024631,1,"Diagnostic DELFI+CA125+HE4",1,0.82,0.8,"Stage IV HGSOC"
"113",88.205,0.802955665024631,1,"ca125",0.666666666666667,0.86,0.8,"Stage IV HGSOC"
"114",84.45,0.802955665024631,1,"he4",1,0.8,0.8,"Stage IV HGSOC"
"115",0.231617210367067,0.753694581280788,1,"Diagnostic DELFI+CA125+HE4",1,0.76,0.75,"Stage IV HGSOC"
"116",73.635,0.753694581280788,1,"ca125",0.666666666666667,0.84,0.75,"Stage IV HGSOC"
"117",79.765,0.753694581280788,1,"he4",1,0.76,0.75,"Stage IV HGSOC"
"118",0.209778495110227,0.704433497536946,1,"Diagnostic DELFI+CA125+HE4",1,0.72,0.7,"Stage IV HGSOC"
"119",54.365,0.704433497536946,1,"ca125",1,0.82,0.7,"Stage IV HGSOC"
"120",72.3,0.704433497536946,1,"he4",1,0.68,0.7,"Stage IV HGSOC"
