"","threshold","specificity","sensitivity","model","val_sens","val_spec","set_specificity","set"
"52",0.578668196743385,0.990147783251232,0.28125,"Diagnostic DELFI+CA125+HE4",0.428571428571429,0.98,0.99,"Stage I"
"53",787.5,0.990147783251232,0.0625,"ca125",0.357142857142857,0.98,0.99,"Stage I"
"54",177.05,0.990147783251232,0.28125,"he4",0.428571428571429,0.98,0.99,"Stage I"
"55",0.386706298665616,0.950738916256158,0.3125,"Diagnostic DELFI+CA125+HE4",0.5,0.98,0.95,"Stage I"
"56",360.2,0.950738916256158,0.1875,"ca125",0.428571428571429,0.96,0.95,"Stage I"
"57",126.05,0.950738916256158,0.5,"he4",0.5,0.94,0.95,"Stage I"
"58",0.304479443067765,0.901477832512315,0.5,"Diagnostic DELFI+CA125+HE4",0.5,0.96,0.9,"Stage I"
"59",164.95,0.901477832512315,0.34375,"ca125",0.571428571428571,0.9,0.9,"Stage I"
"60",108.8,0.901477832512315,0.53125,"he4",0.5,0.92,0.9,"Stage I"
"61",0.275186865763773,0.852216748768473,0.5625,"Diagnostic DELFI+CA125+HE4",0.5,0.86,0.85,"Stage I"
"62",121.25,0.852216748768473,0.40625,"ca125",0.642857142857143,0.9,0.85,"Stage I"
"63",91.325,0.852216748768473,0.59375,"he4",0.571428571428571,0.84,0.85,"Stage I"
"64",0.245951926627466,0.802955665024631,0.6875,"Diagnostic DELFI+CA125+HE4",0.5,0.82,0.8,"Stage I"
"65",88.205,0.802955665024631,0.4375,"ca125",0.714285714285714,0.86,0.8,"Stage I"
"66",84.45,0.802955665024631,0.65625,"he4",0.642857142857143,0.8,0.8,"Stage I"
"67",0.231617210367067,0.753694581280788,0.78125,"Diagnostic DELFI+CA125+HE4",0.5,0.76,0.75,"Stage I"
"68",73.635,0.753694581280788,0.5,"ca125",0.785714285714286,0.84,0.75,"Stage I"
"69",79.765,0.753694581280788,0.6875,"he4",0.642857142857143,0.76,0.75,"Stage I"
"70",0.209778495110227,0.704433497536946,0.78125,"Diagnostic DELFI+CA125+HE4",0.642857142857143,0.72,0.7,"Stage I"
"71",54.365,0.704433497536946,0.5625,"ca125",0.857142857142857,0.82,0.7,"Stage I"
"72",72.3,0.704433497536946,0.71875,"he4",0.642857142857143,0.68,0.7,"Stage I"
"73",0.692402648560677,1,0.230769230769231,"Diagnostic DELFI+CA125+HE4",0,0.98,1,"Stage II"
"74",2965.5,1,0,"ca125",0,1,1,"Stage II"
"75",212.35,1,0.269230769230769,"he4",0.2,0.98,1,"Stage II"
"76",0.578668196743385,0.990147783251232,0.384615384615385,"Diagnostic DELFI+CA125+HE4",0,0.98,0.99,"Stage II"
"77",787.5,0.990147783251232,0.0769230769230769,"ca125",0.6,0.98,0.99,"Stage II"
"78",177.05,0.990147783251232,0.307692307692308,"he4",0.2,0.98,0.99,"Stage II"
"79",0.386706298665616,0.950738916256158,0.538461538461538,"Diagnostic DELFI+CA125+HE4",0.2,0.98,0.95,"Stage II"
"80",360.2,0.950738916256158,0.192307692307692,"ca125",0.6,0.96,0.95,"Stage II"
"81",126.05,0.950738916256158,0.538461538461538,"he4",0.2,0.94,0.95,"Stage II"
"82",0.304479443067765,0.901477832512315,0.615384615384615,"Diagnostic DELFI+CA125+HE4",0.4,0.96,0.9,"Stage II"
"83",164.95,0.901477832512315,0.461538461538462,"ca125",0.6,0.9,0.9,"Stage II"
"84",108.8,0.901477832512315,0.615384615384615,"he4",0.6,0.92,0.9,"Stage II"
"85",0.275186865763773,0.852216748768473,0.653846153846154,"Diagnostic DELFI+CA125+HE4",0.4,0.86,0.85,"Stage II"
"86",121.25,0.852216748768473,0.615384615384615,"ca125",0.6,0.9,0.85,"Stage II"
"87",91.325,0.852216748768473,0.692307692307692,"he4",0.6,0.84,0.85,"Stage II"
"88",0.245951926627466,0.802955665024631,0.730769230769231,"Diagnostic DELFI+CA125+HE4",0.4,0.82,0.8,"Stage II"
"89",88.205,0.802955665024631,0.615384615384615,"ca125",0.8,0.86,0.8,"Stage II"
"90",84.45,0.802955665024631,0.692307692307692,"he4",0.6,0.8,0.8,"Stage II"
"91",0.231617210367067,0.753694581280788,0.846153846153846,"Diagnostic DELFI+CA125+HE4",0.4,0.76,0.75,"Stage II"
"92",73.635,0.753694581280788,0.615384615384615,"ca125",0.8,0.84,0.75,"Stage II"
"93",79.765,0.753694581280788,0.692307692307692,"he4",0.6,0.76,0.75,"Stage II"
"94",0.209778495110227,0.704433497536946,0.846153846153846,"Diagnostic DELFI+CA125+HE4",0.4,0.72,0.7,"Stage II"
"95",54.365,0.704433497536946,0.653846153846154,"ca125",0.8,0.82,0.7,"Stage II"
"96",72.3,0.704433497536946,0.692307692307692,"he4",0.6,0.68,0.7,"Stage II"
"97",0.692402648560677,1,0.6,"Diagnostic DELFI+CA125+HE4",0.454545454545455,0.98,1,"Stage III"
"98",2965.5,1,0,"ca125",0.0909090909090909,1,1,"Stage III"
"99",212.35,1,0.666666666666667,"he4",0.363636363636364,0.98,1,"Stage III"
"100",0.578668196743385,0.990147783251232,0.7,"Diagnostic DELFI+CA125+HE4",0.454545454545455,0.98,0.99,"Stage III"
"101",787.5,0.990147783251232,0.2,"ca125",0.272727272727273,0.98,0.99,"Stage III"
"102",177.05,0.990147783251232,0.766666666666667,"he4",0.545454545454545,0.98,0.99,"Stage III"
"103",0.386706298665616,0.950738916256158,0.833333333333333,"Diagnostic DELFI+CA125+HE4",0.636363636363636,0.98,0.95,"Stage III"
"104",360.2,0.950738916256158,0.4,"ca125",0.545454545454545,0.96,0.95,"Stage III"
"105",126.05,0.950738916256158,0.766666666666667,"he4",0.727272727272727,0.94,0.95,"Stage III"
"106",0.304479443067765,0.901477832512315,0.866666666666667,"Diagnostic DELFI+CA125+HE4",0.818181818181818,0.96,0.9,"Stage III"
"107",164.95,0.901477832512315,0.533333333333333,"ca125",0.636363636363636,0.9,0.9,"Stage III"
"108",108.8,0.901477832512315,0.8,"he4",0.818181818181818,0.92,0.9,"Stage III"
"109",0.275186865763773,0.852216748768473,0.9,"Diagnostic DELFI+CA125+HE4",0.909090909090909,0.86,0.85,"Stage III"
"110",121.25,0.852216748768473,0.666666666666667,"ca125",0.727272727272727,0.9,0.85,"Stage III"
"111",91.325,0.852216748768473,0.866666666666667,"he4",0.818181818181818,0.84,0.85,"Stage III"
"112",0.245951926627466,0.802955665024631,0.9,"Diagnostic DELFI+CA125+HE4",0.909090909090909,0.82,0.8,"Stage III"
"113",88.205,0.802955665024631,0.8,"ca125",0.818181818181818,0.86,0.8,"Stage III"
"114",84.45,0.802955665024631,0.9,"he4",0.818181818181818,0.8,0.8,"Stage III"
"115",0.231617210367067,0.753694581280788,0.9,"Diagnostic DELFI+CA125+HE4",0.909090909090909,0.76,0.75,"Stage III"
"116",73.635,0.753694581280788,0.8,"ca125",0.818181818181818,0.84,0.75,"Stage III"
"117",79.765,0.753694581280788,0.9,"he4",0.909090909090909,0.76,0.75,"Stage III"
"118",0.209778495110227,0.704433497536946,0.933333333333333,"Diagnostic DELFI+CA125+HE4",0.909090909090909,0.72,0.7,"Stage III"
"119",54.365,0.704433497536946,0.833333333333333,"ca125",0.818181818181818,0.82,0.7,"Stage III"
"120",72.3,0.704433497536946,0.966666666666667,"he4",0.909090909090909,0.68,0.7,"Stage III"
"121",0.692402648560677,1,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.98,1,"Stage IV"
"122",2965.5,1,0,"ca125",0.333333333333333,1,1,"Stage IV"
"123",212.35,1,1,"he4",0.666666666666667,0.98,1,"Stage IV"
"124",0.578668196743385,0.990147783251232,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.98,0.99,"Stage IV"
"125",787.5,0.990147783251232,1,"ca125",0.333333333333333,0.98,0.99,"Stage IV"
"126",177.05,0.990147783251232,1,"he4",0.666666666666667,0.98,0.99,"Stage IV"
"127",0.386706298665616,0.950738916256158,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.98,0.95,"Stage IV"
"128",360.2,0.950738916256158,1,"ca125",0.5,0.96,0.95,"Stage IV"
"129",126.05,0.950738916256158,1,"he4",0.833333333333333,0.94,0.95,"Stage IV"
"130",0.304479443067765,0.901477832512315,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.96,0.9,"Stage IV"
"131",164.95,0.901477832512315,1,"ca125",0.666666666666667,0.9,0.9,"Stage IV"
"132",108.8,0.901477832512315,1,"he4",0.833333333333333,0.92,0.9,"Stage IV"
"133",0.275186865763773,0.852216748768473,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.86,0.85,"Stage IV"
"134",121.25,0.852216748768473,1,"ca125",0.666666666666667,0.9,0.85,"Stage IV"
"135",91.325,0.852216748768473,1,"he4",0.833333333333333,0.84,0.85,"Stage IV"
"136",0.245951926627466,0.802955665024631,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.82,0.8,"Stage IV"
"137",88.205,0.802955665024631,1,"ca125",0.666666666666667,0.86,0.8,"Stage IV"
"138",84.45,0.802955665024631,1,"he4",0.833333333333333,0.8,0.8,"Stage IV"
"139",0.231617210367067,0.753694581280788,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.76,0.75,"Stage IV"
"140",73.635,0.753694581280788,1,"ca125",0.666666666666667,0.84,0.75,"Stage IV"
"141",79.765,0.753694581280788,1,"he4",0.833333333333333,0.76,0.75,"Stage IV"
"142",0.209778495110227,0.704433497536946,1,"Diagnostic DELFI+CA125+HE4",0.833333333333333,0.72,0.7,"Stage IV"
"143",54.365,0.704433497536946,1,"ca125",0.833333333333333,0.82,0.7,"Stage IV"
"144",72.3,0.704433497536946,1,"he4",0.833333333333333,0.68,0.7,"Stage IV"
